Date,Open,High,Low,Close,Adj Close,Volume
2022-11-30,8.540000,10.955000,8.530000,10.810000,10.810000,173509600
2022-12-01,10.080000,10.220000,9.670000,9.970000,9.970000,45221700
2022-12-02,10.080000,12.880000,10.080000,11.450000,11.450000,94894900
2022-12-05,12.960000,13.100000,10.880000,11.340000,11.340000,67357500
2022-12-06,11.550000,12.360000,11.260000,11.690000,11.690000,50168400
2022-12-07,11.020000,11.080000,10.350000,11.000000,11.000000,34072500
2022-12-08,11.650000,12.050000,11.080000,11.820000,11.820000,36408100
2022-12-09,11.440000,11.490000,10.930000,10.940000,10.940000,28229900
2022-12-12,10.290000,10.580000,10.040000,10.470000,10.470000,20614900
2022-12-13,11.010000,11.390000,10.120000,10.310000,10.310000,25946800
2022-12-14,10.220000,10.430000,9.930000,10.190000,10.190000,21640300
2022-12-15,10.685000,10.850000,10.040000,10.130000,10.130000,22494200
2022-12-16,10.550000,11.145000,10.300000,10.300000,10.300000,25982800
2022-12-19,10.400000,10.400000,9.360000,9.660000,9.660000,28675600
2022-12-20,9.250000,10.300000,9.230000,10.190000,10.190000,26627200
2022-12-21,9.990000,11.330000,9.910000,11.300000,11.300000,26714500
2022-12-22,11.180000,11.250000,10.290000,10.830000,10.830000,20323700
2022-12-23,10.710000,10.750000,10.000000,10.060000,10.060000,15949500
2022-12-27,9.890000,9.930000,9.460000,9.800000,9.800000,18615300
2022-12-28,9.720000,9.970000,9.240000,9.390000,9.390000,16766700
2022-12-29,9.750000,10.050000,9.540000,9.880000,9.880000,15350100
2022-12-30,9.730000,10.090000,9.660000,9.940000,9.940000,11719300
2023-01-03,10.630000,10.970000,9.730000,10.180000,10.180000,27129700
2023-01-04,10.570000,11.965000,10.310000,11.560000,11.560000,31419600
2023-01-05,11.120000,12.090000,11.060000,11.900000,11.900000,21958400
2023-01-06,10.525000,10.580000,9.850000,10.110000,10.110000,41106700
2023-01-09,10.290000,10.480000,9.900000,9.910000,9.910000,24729500
2023-01-10,10.380000,10.410000,9.850000,10.090000,10.090000,22326000
2023-01-11,9.880000,10.030000,9.540000,10.010000,10.010000,22349500
2023-01-12,9.860000,10.170000,9.550000,10.110000,10.110000,19037800
2023-01-13,9.630000,10.080000,9.630000,9.990000,9.990000,14824400
2023-01-17,9.530000,9.590000,9.110000,9.360000,9.360000,24980400
2023-01-18,9.450000,9.610000,9.060000,9.110000,9.110000,18357200
2023-01-19,9.120000,9.320000,8.855000,8.950000,8.950000,15296000
2023-01-20,9.210000,9.880000,9.030000,9.400000,9.400000,20213100
2023-01-23,9.620000,10.670000,9.600000,10.100000,10.100000,28341600
2023-01-24,10.670000,10.670000,9.680000,9.690000,9.690000,14729600
2023-01-25,9.550000,9.850000,9.380000,9.770000,9.770000,10482100
2023-01-26,10.450000,10.460000,9.970000,10.240000,10.240000,16775400
2023-01-27,10.160000,11.310000,10.060000,10.690000,10.690000,28056300
2023-01-30,10.320000,10.420000,9.870000,10.020000,10.020000,19064600
2023-01-31,10.200000,10.820000,10.081000,10.640000,10.640000,21769400
2023-02-01,10.960000,11.300000,10.600000,11.130000,11.130000,20500400
2023-02-02,11.250000,11.550000,10.910000,11.050000,11.050000,20385300
2023-02-03,10.770000,11.260000,10.420000,10.500000,10.500000,15553500
2023-02-06,10.210000,10.500000,10.106000,10.450000,10.450000,9651500
2023-02-07,10.440000,10.480000,10.030000,10.340000,10.340000,9651300
2023-02-08,10.090000,10.180000,9.750000,9.840000,9.840000,13785000
2023-02-09,10.270000,10.400000,9.550000,9.750000,9.750000,17616500
2023-02-10,9.390000,9.550000,9.105000,9.290000,9.290000,12434800
2023-02-13,9.660000,9.749000,9.340000,9.460000,9.460000,9916600
2023-02-14,9.320000,9.510000,9.060000,9.440000,9.440000,9826100
2023-02-15,9.090000,9.450000,9.080000,9.430000,9.430000,11224000
2023-02-16,9.410000,9.850000,9.380000,9.700000,9.700000,13636800
2023-02-17,9.450000,9.705000,9.340000,9.530000,9.530000,9025800
2023-02-21,9.430000,9.640000,9.190000,9.220000,9.220000,8544600
2023-02-22,9.230000,9.305000,9.030000,9.210000,9.210000,6454300
2023-02-23,9.210000,9.235000,8.734000,9.050000,9.050000,11596200
2023-02-24,8.740000,8.750000,8.220000,8.400000,8.400000,17792700
2023-02-27,8.835000,8.910000,8.440000,8.600000,8.600000,13173000
2023-02-28,8.750000,9.180000,8.720000,8.920000,8.920000,14581400
2023-03-01,9.210000,9.250000,8.670000,8.860000,8.860000,12896000
2023-03-02,8.950000,9.385000,8.775000,9.330000,9.330000,12871800
2023-03-03,9.370000,9.710000,9.255000,9.620000,9.620000,9091000
2023-03-06,9.610000,9.630000,9.280000,9.370000,9.370000,10145500
2023-03-07,9.040000,9.051000,8.540000,8.630000,8.630000,18893600
2023-03-08,8.490000,8.580000,8.270000,8.440000,8.440000,9807600
2023-03-09,8.330000,8.450000,8.110000,8.290000,8.290000,15842800
2023-03-10,8.220000,8.380000,8.030000,8.180000,8.180000,10534000
2023-03-13,8.060000,8.330000,7.850000,8.270000,8.270000,12576800
2023-03-14,8.020000,8.170000,7.860000,7.920000,7.920000,13111500
2023-03-15,7.690000,8.250000,7.660000,8.100000,8.100000,13598200
2023-03-16,8.000000,8.435000,7.961000,8.330000,8.330000,13119400
2023-03-17,8.500000,9.490000,8.490000,8.840000,8.840000,29083600
2023-03-20,8.360000,9.370000,8.340000,9.150000,9.150000,23771500
2023-03-21,9.480000,10.205000,9.480000,9.910000,9.910000,22987400
2023-03-22,10.060000,10.100000,9.630000,9.700000,9.700000,11268300
2023-03-23,10.060000,10.400000,9.720000,9.910000,9.910000,15974200
2023-03-24,9.670000,9.790000,9.470000,9.620000,9.620000,8064600
2023-03-27,9.660000,9.870000,9.500000,9.710000,9.710000,7218000
2023-03-28,10.220000,10.320000,10.040000,10.250000,10.250000,14596900
